景 B-PER
玉 I-PER
慧 I-PER
， O
沈 B-PER
书 I-PER
生 I-PER
于 O
2 B-DAT
0 I-DAT
2 I-DAT
1 I-DAT
年 I-DAT
0 I-DAT
4 I-DAT
月 I-DAT
2 I-DAT
7 I-DAT
日 I-DAT
发 O
表 O
了 O
： O
理 O
解 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
： O
概 O
念 O
内 O
涵 O
、 O
本 O
质 O
属 O
性 O
与 O
结 O
构 O
要 O
素 O
。 O

教 B-TER
学 I-TER
范 I-TER
式 I-TER
向 O
学 B-TER
习 I-TER
范 I-TER
式 I-TER
转 O
型 O
之 O
际 O
， O
重 O
新 O
设 O
计 O
作 O
为 O
教 O
育 O
变 O
革 O
媒 O
介 O
的 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
成 O
为 O
重 O
要 O
的 O
研 O
究 O
命 O
题 O
。 O

然 O
而 O
， O
当 O
前 O
对 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
尚 O
未 O
形 O
成 O
清 O
晰 O
的 O
认 O
知 O
。 O

文 O
章 O
首 O
先 O
立 O
足 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
与 O
学 B-TER
习 I-TER
环 I-TER
境 I-TER
交 O
叉 O
混 O
用 O
现 O
状 O
， O
通 O
过 O
概 O
念 O
辨 O
析 O
得 O
到 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
是 O
中 O
介 O
物 O
， O
是 O
学 O
习 O
发 O
生 O
的 O
间 O
接 O
支 O
持 O
条 O
件 O
， O
学 B-TER
习 I-TER
环 I-TER
境 I-TER
是 O
刺 O
激 O
物 O
， O
是 O
学 O
习 O
发 O
生 O
的 O
直 O
接 O
支 O
持 O
条 O
件 O
； O

其 O
次 O
， O
通 O
过 O
认 O
识 O
发 O
生 O
过 O
程 O
与 O
生 O
物 O
学 O
蛋 O
白 O
质 O
合 O
成 O
过 O
程 O
的 O
类 O
比 O
， O
得 O
到 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
具 O
有 O
“ O
居 O
所 O
” O
与 O
“ O
转 O
运 O
” O
双 O
重 O
属 O
性 O
； O

最 O
后 O
， O
基 O
于 O
双 O
重 O
属 O
性 O
提 O
炼 O
出 O
学 B-TER
习 I-TER
空 I-TER
间 I-TER
的 O
结 O
构 O
要 O
素 O
， O
“ O
居 O
所 O
” O
属 O
性 O
锁 O
定 O
的 O
实 O
体 O
场 O
所 O
和 O
虚 O
拟 O
场 O
所 O
， O
“ O
转 O
运 O
” O
属 O
性 O
锁 O
定 O
的 O
工 O
具 O
性 O
客 O
体 O
和 O
对 O
象 O
性 O
客 O
体 O
。 O

简 B-PER
婕 I-PER
， O
马 B-PER
萍 I-PER
， O
张 B-PER
晓 I-PER
彤 I-PER
于 O
2 B-DAT
0 I-DAT
2 I-DAT
1 I-DAT
年 I-DAT
0 I-DAT
4 I-DAT
月 I-DAT
2 I-DAT
7 I-DAT
日 I-DAT
发 O
表 O
了 O
： O
论 O
技 O
术 O
的 O
教 O
育 O
价 O
值 O
： O
2 B-DAT
1 I-DAT
世 I-DAT
纪 I-DAT
人 O
的 O
发 O
展 O
视 O
角 O
。 O

技 O
术 O
的 O
教 O
育 O
价 O
值 O
一 O
直 O
是 O
教 B-CRN
育 I-CRN
技 I-CRN
术 I-CRN
学 I-CRN
孜 O
孜 O
以 O
求 O
的 O
终 O
极 O
问 O
题 O
。 O

新 B-TER
冠 I-TER
肺 I-TER
炎 I-TER
疫 I-TER
情 I-TER
的 O
出 O
现 O
成 O
为 O
人 O
们 O
再 O
次 O
思 O
考 O
这 O
一 O
问 O
题 O
的 O
契 O
机 O
。 O

从 O
2 B-DAT
1 I-DAT
世 I-DAT
纪 I-DAT
对 O
人 O
的 O
发 O
展 O
要 O
求 O
出 O
发 O
， O
世 O
界 O
各 O
国 O
已 O
经 O
达 O
成 O
了 O
广 O
泛 O
共 O
识 O
— O
— O
以 O
高 B-TER
阶 I-TER
思 I-TER
维 I-TER
能 I-TER
力 I-TER
为 O
核 O
心 O
的 O
2 B-DAT
1 I-DAT
世 I-DAT
纪 I-DAT
技 O
能 O
是 O
当 O
下 O
教 O
育 O
的 O
宗 O
旨 O
。 O

从 O
技 O
术 O
作 O
为 O
人 O
类 O
获 O
得 O
自 O
由 O
和 O
解 O
放 O
的 O
场 O
域 O
来 O
说 O
， O
面 O
向 O
高 B-TER
阶 I-TER
思 I-TER
维 I-TER
能 I-TER
力 I-TER
发 O
展 O
的 O
技 O
术 O
使 O
人 O
获 O
得 O
了 O
发 O
挥 O
自 O
身 O
创 O
造 O
性 O
的 O
权 O
利 O
自 O
由 O
与 O
解 O
放 O
。 O

这 O
种 O
旨 O
在 O
让 O
人 O
成 O
为 O
未 O
来 O
社 O
会 O
的 O
主 O
人 O
（ O
主 O
体 O
向 O
度 O
） O
， O
并 O
有 O
能 O
力 O
积 O
极 O
改 O
造 O
社 O
会 O
（ O
社 O
会 O
力 O
量 O
向 O
度 O
） O
的 O
教 O
育 O
价 O
值 O
观 O
彰 O
显 O
了 O
教 O
育 O
的 O
元 O
价 O
值 O
。 O

古 O
往 O
今 O
来 O
， O
技 O
术 O
在 O
教 O
育 O
活 O
动 O
中 O
一 O
直 O
扮 O
演 O
着 O
中 O
介 O
的 O
角 O
色 O
。 O

而 O
在 O
2 B-DAT
1 I-DAT
世 I-DAT
纪 I-DAT
的 O
教 O
育 O
活 O
动 O
中 O
， O
技 O
术 O
应 O
当 O
成 O
为 O
教 O
育 O
元 O
价 O
值 O
的 O
中 O
介 O
。 O

谢 B-PER
幼 I-PER
如 I-PER
， O
邱 B-PER
艺 I-PER
， O
黄 B-PER
瑜 I-PER
玲 I-PER
， O
章 B-PER
锐 I-PER
于 O
2 B-DAT
0 I-DAT
2 I-DAT
1 I-DAT
年 I-DAT
0 I-DAT
4 I-DAT
月 I-DAT
2 I-DAT
7 I-DAT
日 I-DAT
发 O
表 O
了 O
